researcher,unidad_academica,CENTRO,ZONA,id_scholar,h_index,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
CARLOS ANDRES VEGA CARDENAS,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001708174,BIOTICS,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CAMILA TORRES TORRES,"ESCUELA DE CIENCIAS AGRICOLAS, PECUARIAS Y DEL MEDIO AMBIENTE",CHIQUINQUIRA,CENTRO BOYACA,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001365470,GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO,2019-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DIANA CAROLINA HERRERA MUNOZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001058029,BIOTICS,2019-01-01, Actual,Doctorado,Investigador Junior (IJ),1,0,0,0,0,0
FREDDY ALEXANDER TORRES PAYOMA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001638126,BIOTICS,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,1,0,0,0
GABRIEL ANDRES OBANDO,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",PASTO,CENTRO SUR,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001479864,BIOTICS,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LILIANA LONDONO HERNANDEZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA; ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",* SEDE NACIONAL JOSE CELESTINO MUTIS; PALMIRA,SEDE NACIONAL JOSE CELESTINO MUTIS; CENTRO SUR,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001378574,BIOTICS,2018-12-01, Actual,Doctorado,Investigador Junior (IJ),4,7,0,0,0,2
MAGDA VALDES RESTREPO,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",PALMIRA,CENTRO SUR,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001055003,BIOTICS,2018-12-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,3
MANUEL JULIAN ESCOBAR DIAZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000397652,BIOTICS,2018-12-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,1
CARLOS ARTURO ROMERO HUERTAS,"ESCUELA DE CIENCIAS SOCIALES, ARTES Y HUMANIDADES",* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001396792,GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO,2018-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
LUCAS FERNANDO QUINTANA FUENTES,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",BUCARAMANGA,CENTRO ORIENTE,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000737976,GIAUNAD,2007-07-01, Actual,Maestría/Magister,Investigador Junior (IJ),10,1,0,8,0,7
ALBERTO GARCIA JEREZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",BUCARAMANGA,CENTRO ORIENTE,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001193120,GIAUNAD,2010-09-01, Actual,Maestría/Magister,Sin clasificar,4,0,0,0,0,2
AYMER ROMAN BARRERA NOVOA,"ESCUELA DE CIENCIAS ADMINISTRATIVAS, CONTABLES, ECONOMICAS Y DE NEGOCIOS",SOGAMOSO,CENTRO BOYACA,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000794872,GIAUNAD,2020-11-01, 2021/4,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DIEGO ALBERTO GOMEZ DIAZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",BUCARAMANGA,CENTRO ORIENTE,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001365770,GIAUNAD,2018-04-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
EDUART ANDRES GUTIERREZ PINEDA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",BUCARAMANGA,CENTRO ORIENTE,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001416342,GIAUNAD,2019-08-01, Actual,Doctorado,Investigador Junior (IJ),1,0,0,0,0,1
ANGEL MENA ARIAS,"ESCUELA DE CIENCIAS AGRICOLAS, PECUARIAS Y DEL MEDIO AMBIENTE",QUIBDO,OCCIDENTE,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000968536,GRUPO DE INVESTIGACION CIAB,2020-02-01, 2021/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
KEVIN ALBERTO BERTHI MANTILLA,"ESCUELA DE CIENCIAS AGRICOLAS, PECUARIAS Y DEL MEDIO AMBIENTE",MEDELLIN,OCCIDENTE,vbNU0jcAAAAJ,0,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001376060,GRUPO DE INVESTIGACION CIAB,2017-02-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,10
GOLDA MEYER TORRES VARGAS,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",DUITAMA,CENTRO BOYACA,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001340876,GIAUNAD,2017-03-01, Actual,Especialización,Sin clasificar,2,0,0,0,0,1
MARTHA BARRERA HERNANDEZ,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",BUCARAMANGA,CENTRO ORIENTE,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000387673,GIAUNAD,2018-04-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,2
CINDY GISETH ORDONEZ BORDA,"ESCUELA DE CIENCIAS SOCIALES, ARTES Y HUMANIDADES",(BOGOTA Cra 30) JOSE ACEVEDO Y GÓMEZ,CENTRO BOGOTA Y CUNDINAMARCA,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000015887,GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO,2020-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
HELEY ESTEFANY CEPEDA FONSECA,"ESCUELA DE CIENCIAS BASICAS, TECNOLOGIA E INGENIERIA",TUNJA,CENTRO BOYACA,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000167035,GIAUNAD,2019-06-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,1
CRISTIAN FABIAN RODRIGUEZ SUAREZ,"ESCUELA DE CIENCIAS SOCIALES, ARTES Y HUMANIDADES",* SEDE NACIONAL JOSE CELESTINO MUTIS,SEDE NACIONAL JOSE CELESTINO MUTIS,NA,NA,Integrante,23,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001645041,GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO,2018-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JULIAN ANDRES CASTILLO VARGAS,"ESCUELA DE CIENCIAS AGRICOLAS, PECUARIAS Y DEL MEDIO AMBIENTE",MEDELLIN,OCCIDENTE,T2OoeZMAAAAJ,6,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001157515,GRUPO DE INVESTIGACION CIAB,2017-02-01, Actual,CvLAC oculto,CvLAC oculto,14,3,0,0,0,4
MARTA ELENA CARMONA CADAVID,ESCUELA DE CIENCIAS DE LA SALUD,TURBO,OCCIDENTE,NA,NA,Integrante,12; 10; 12; 10; 12; 10; 12; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001440299,GRUPO DE INVESTIGACION CIAB; TECNNOSALUD; GRUPO DE INVESTIGACION CIAB; TECNNOSALUD,2011-08-01; 2012-01-01, 2015/1,CvLAC oculto,CvLAC oculto,0; 0; 0; 0,3; 1; 3; 1,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 4; 0; 4
DEYSER GUTIERREZ ALVAREZ,ESCUELA DE CIENCIAS DE LA EDUCACION,MEDELLIN,OCCIDENTE,NA,NA,Integrante,60; 0; 7; 60; 0; 7; 60; 0; 7; 60; 0; 7; 60; 0; 7; 60; 0; 7; 60; 0; 7; 60; 0; 7; 60; 0; 7,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001168061,GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO; TECNNOSALUD; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI); GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO; TECNNOSALUD; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI); GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO; TECNNOSALUD; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI),2009-05-01; 2015-01-01; 2015-02-01, 2014/12,Maestría/Magister,Sin clasificar,0; 0; 1; 0; 0; 1; 0; 0; 1,0; 0; 2; 0; 0; 2; 0; 0; 2,0; 0; 3; 0; 0; 3; 0; 0; 3,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 1; 0; 0; 1; 0; 0; 1
NIDIA MILENA MORENO LOPEZ,VICERRECTORIA DE DESARROLLO REGIONAL,TUNJA,CENTRO BOYACA,NA,NA,Integrante,5; 5; 2; 5; 5; 2; 5; 5; 2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001109200,"GRUPO DE INVESTIGACION SINAPSIS; GRUPO DE INVESTIGACION DESARROLLO SOCIOCULTURAL, AFECTO Y COGNICION; GIGASS",2010-01-01; 2011-02-01; 2017-01-01, Actual,CvLAC oculto,CvLAC oculto,6; 1; 4,2; 0; 0,1; 0; 0,0; 0; 0,0; 0; 0,7; 0; 0
DIDIER ALEJO BARRERA,"ESCUELA DE CIENCIAS SOCIALES, ARTES Y HUMANIDADES",ACACIAS,AMAZONAS Y ORINOQUIA,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001444066,GRUPO DE INVESTIGACION CIBERCULTURA Y TERRITORIO,2018-03-01, Actual,Maestría/Magister,Sin clasificar,1,2,1,0,0,0
ANDREA HIRAYDA VANEGAS MONTANO,"ESCUELA DE CIENCIAS SOCIALES, ARTES Y HUMANIDADES",NEIVA,SUR,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000182239,GRUPO DE INVESTIGACION PASOS DE LIBERTAD,2017-01-01, Actual,CvLAC oculto,CvLAC oculto,0,0,0,0,0,11
